,Ages,Area,Baths,Condition,Floor,Garages,Location3,Stratum,Rooms,FormatedPrice
6752,16 a 30 años,223,4,Bueno,,1, Occidente,2,6,310000000.0
6760,9 a 15 años,243,4,Excelente,4º,, Sur,2,9,310000000.0
6762,Más de 30 años,216,4,Excelente,4º,, Occidente,3,7,310000000.0
6776,Más de 30 años,116,2,Excelente,1º,, Chapinero,3,4,310000000.0
6777,Más de 30 años,113,2,,,, Sur,3,3,310000000.0
6787,1 a 8 años,105,2,Bueno,3º,1, Norte,4,3,310000000.0
6788,Más de 30 años,113,2,,,, Sur,3,3,310000000.0
6794,9 a 15 años,100,2,,,1, Occidente,4,4,310000000.0
6800,Más de 30 años,135,2,Bueno,,2, Occidente,3,4,310000000.0
6801,1 a 8 años,86,3,Excelente,3º,1, Occidente,3,3,310000000.0
6809,1 a 8 años,195,3,Excelente,3º,, Sur,3,7,310000000.0
6810,16 a 30 años,108,2,Excelente,3º,, Chapinero,3,4,310000000.0
6814,Más de 30 años,72,2,Excelente,,, Sur,3,6,310000000.0
6825,Más de 30 años,259,3,Bueno,2º,1, Sur,2,8,310000000.0
6830,16 a 30 años,219,3,Bueno,,, Sur,2,8,310000000.0
6832,9 a 15 años,77,3,Excelente,3º,1, Noroccidente,4,3,310000000.0
6835,Más de 30 años,146,2,Excelente,2º,4, Sur,3,6,310000000.0
6837,1 a 8 años,118,3,,,1, Noroccidente,3,4,310000000.0
6860,Más de 30 años,136,3,Remodelar,1º,, Occidente,3,6,310000000.0
6862,16 a 30 años,145,2,Excelente,,1, Noroccidente,3,3,310000000.0
6870,9 a 15 años,110,2,Bueno,,1, Occidente,3,3,310000000.0
6875,9 a 15 años,120,2,Excelente,1º,1, Noroccidente,4,3,311900000.0
6876,9 a 15 años,120,2,Excelente,1º,1, Noroccidente,4,3,311900000.0
6877,9 a 15 años,120,2,Excelente,1º,1, Noroccidente,4,3,311900000.0
6878,9 a 15 años,120,2,Excelente,1º,1, Noroccidente,4,3,311900000.0
6879,9 a 15 años,162,4,Remodelar,Otros,1, Noroccidente,3,6,312000000.0
6882,1 a 8 años,216,4,Excelente,,1, Sur,2,8,312000000.0
6895,16 a 30 años,150,2,Bueno,2º,1, Sur,3,3,315000000.0
6899,16 a 30 años,90,2,Excelente,3º,1, Noroccidente,3,4,315000000.0
6910,Más de 30 años,70,3,Excelente,,2, Occidente,3,4,315000000.0
6913,9 a 15 años,130,3,Excelente,4º,1, Noroccidente,3,4,315000000.0
6926,1 a 8 años,180,2,Bueno,2º,1, Sur,2,4,315000000.0
6936,Más de 30 años,131,3,Excelente,,, Noroccidente,3,3,315000000.0
6940,Más de 30 años,288,5,Bueno,Otros,1, Occidente,3,12,315000000.0
6947,9 a 15 años,111,3,Bueno,Otros,1, Norte,4,3,315000000.0
6955,9 a 15 años,240,3,Bueno,2º,1, Sur,3,6,315000000.0
6961,16 a 30 años,216,3,Bueno,,1, Noroccidente,3,9,317000000.0
6974,Más de 30 años,103,1,Bueno,2º,1, Noroccidente,3,3,319900000.0
6976,9 a 15 años,216,4,Bueno,,, Sur,2,5,319900000.0
6979,1 a 8 años,115,2,Excelente,2º,1, Occidente,3,3,320000000.0
6980,16 a 30 años,115,3,Excelente,1º,, Sur,3,4,320000000.0
6989,16 a 30 años,110,2,Bueno,1º,1, Sur,3,6,320000000.0
6990,16 a 30 años,71,2,Excelente,3º,2, Occidente,4,3,320000000.0
6993,9 a 15 años,220,4,,4º,1, Sur,2,7,320000000.0
6997,Menos de 1 año,360,5,,,, Sur,3,9,320000000.0
6999,16 a 30 años,139,3,Bueno,3º,, Sur,3,3,320000000.0
7002,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7003,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7005,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7009,1 a 8 años,90,2,Excelente,,1, Norte,4,3,320000000.0
7010,9 a 15 años,94,3,Bueno,1º,1, Noroccidente,3,3,320000000.0
7011,16 a 30 años,105,2,Bueno,1º,1, Occidente,3,4,320000000.0
7012,16 a 30 años,93,2,,,, Sur,2,6,320000000.0
7013,9 a 15 años,140,6,Excelente,3º,3, Sur,2,12,320000000.0
7015,16 a 30 años,98,2,Bueno,,1, Noroccidente,3,4,320000000.0
7017,16 a 30 años,126,4,Excelente,3º,5, Sur,2,8,320000000.0
7022,9 a 15 años,94,3,Bueno,1º,1, Noroccidente,3,3,320000000.0
7026,Más de 30 años,75,2,Excelente,3º,1, Occidente,3,3,320000000.0
7027,9 a 15 años,140,3,Remodelar,2º,1, Noroccidente,4,3,320000000.0
7028,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7029,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7030,16 a 30 años,324,5,Excelente,4º,1, Noroccidente,2,10,320000000.0
7040,1 a 8 años,108,6,,,1, Noroccidente,2,12,320000000.0
7044,1 a 8 años,200,2,Bueno,1º,1, Occidente,3,4,320000000.0
7045,Menos de 1 año,150,5,Excelente,4º,2, Occidente,3,5,320000000.0
7047,1 a 8 años,225,3,,,, Sur,2,11,320000000.0
7050,16 a 30 años,94,3,Excelente,,, Noroccidente,3,3,320000000.0
7055,9 a 15 años,60,4,Excelente,4º,, Sur,2,9,320000000.0
7059,16 a 30 años,79,2,Excelente,3º,, Occidente,3,3,320000000.0
7077,Más de 30 años,90,1,Excelente,2º,1, Occidente,3,3,320000000.0
7078,1 a 8 años,200,6,Excelente,4º,1, Sur,3,11,320000000.0
7084,16 a 30 años,79,2,Excelente,3º,, Occidente,3,3,320000000.0
7085,9 a 15 años,130,3,,,4, Sur,2,4,320000000.0
7087,16 a 30 años,140,2,Excelente,2º,1, Noroccidente,3,5,320000000.0
7094,1 a 8 años,150,3,Excelente,3º,1, Occidente,3,4,320000000.0
7100,9 a 15 años,200,2,Remodelar,,, Sur,3,8,320000000.0
7103,1 a 8 años,78,9,Excelente,3º,, Sur,2,10,320000000.0
7105,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7110,16 a 30 años,82,3,Excelente,,1, Noroccidente,3,3,320000000.0
7112,9 a 15 años,85,3,Excelente,3º,1, Norte,4,3,320000000.0
7115,1 a 8 años,115,2,Excelente,2º,1, Occidente,3,3,320000000.0
7116,9 a 15 años,88,3,,,4, Sur,2,4,320000000.0
7120,9 a 15 años,252,3,Bueno,3º,1, Occidente,2,6,320000000.0
7123,16 a 30 años,140,2,Bueno,2º,1, Noroccidente,3,4,320000000.0
7124,16 a 30 años,92,5,Bueno,3º,1, Occidente,2,6,320000000.0
7125,16 a 30 años,100,3,Bueno,2º,1, Sur,3,4,320000000.0
7127,16 a 30 años,120,2,Excelente,,1, Noroccidente,3,3,320000000.0
7136,1 a 8 años,150,2,Bueno,3º,1, Centro,3,4,320000000.0
7142,16 a 30 años,82,2,Excelente,3º,1, Occidente,3,4,320000000.0
7143,16 a 30 años,140,2,Bueno,2º,1, Noroccidente,3,4,320000000.0
7146,Más de 30 años,144,3,Bueno,2º,1, Sur,3,2,320000000.0
7148,Menos de 1 año,150,5,Excelente,4º,2, Occidente,3,5,320000000.0
7149,16 a 30 años,130,2,Excelente,3º,2, Sur,3,3,320000000.0
7151,16 a 30 años,190,4,Excelente,,1, Sur,2,6,320000000.0
7163,9 a 15 años,220,4,,4º,1, Sur,2,7,320000000.0
7165,9 a 15 años,220,4,,4º,1, Sur,2,7,320000000.0
7171,1 a 8 años,90,2,Excelente,,1, Norte,4,3,320000000.0
7173,16 a 30 años,276,4,,,, Noroccidente,3,10,320000000.0
7174,Más de 30 años,128,4,Bueno,,, Sur,3,8,320000000.0
7176,16 a 30 años,140,2,Bueno,2º,1, Sur,2,4,320000000.0
7177,9 a 15 años,105,3,Excelente,Otros,1, Norte,4,4,320000000.0
7180,Más de 30 años,300,4,,,, Sur,3,9,320000000.0
7182,9 a 15 años,220,4,,4º,1, Sur,2,7,320000000.0
7184,9 a 15 años,105,3,Excelente,Otros,1, Norte,4,4,320000000.0
7190,Más de 30 años,132,2,Bueno,2º,3, Sur,3,4,320000000.0
7203,16 a 30 años,148,3,Bueno,3º,1, Occidente,3,5,325000000.0
7207,1 a 8 años,155,3,,3º,5, Occidente,2,3,325000000.0
7213,9 a 15 años,84,3,,,1, Noroccidente,3,3,325000000.0
7218,16 a 30 años,158,2,Bueno,2º,2, Sur,3,4,325000000.0
7223,16 a 30 años,92,2,Excelente,,1, Noroccidente,3,3,325000000.0
7226,Más de 30 años,230,6,Bueno,4º,, Sur,3,13,325000000.0
7231,16 a 30 años,120,2,Excelente,3º,, Occidente,3,4,325000000.0
7232,16 a 30 años,109,4,Remodelar,1º,1, Norte,4,3,325000000.0
7236,9 a 15 años,84,3,Excelente,,1, Noroccidente,3,3,325000000.0
7250,16 a 30 años,160,4,Excelente,,, Centro,3,4,328000000.0
7258,Más de 30 años,172,3,Bueno,1º,1, Occidente,3,7,328000000.0
7259,16 a 30 años,160,4,Excelente,,, Centro,3,4,328000000.0
7276,9 a 15 años,90,3,Excelente,3º,1, Occidente,4,3,329900000.0
7277,1 a 8 años,96,3,Bueno,4º,1, Norte,3,4,329900000.0
7284,Más de 30 años,7200,0,Excelente,3º,, Sur,2,0,330000000.0
7286,Más de 30 años,144,2,,,1, Sur,3,3,330000000.0
7288,16 a 30 años,200,3,Excelente,3º,, Sur,3,6,330000000.0
7296,16 a 30 años,130,2,Bueno,1º,, Occidente,3,4,330000000.0
7304,Más de 30 años,154,2,Bueno,,1, Norte,3,3,330000000.0
7317,16 a 30 años,140,3,Excelente,2º,1, Occidente,2,5,330000000.0
7324,9 a 15 años,100,3,Excelente,3º,2, Noroccidente,3,4,330000000.0
7326,Menos de 1 año,113,2,,,, Noroccidente,,4,330000000.0
7332,Menos de 1 año,156,3,,,1, Occidente,3,5,330000000.0
7334,16 a 30 años,249,3,,,1, Sur,2,7,330000000.0
7342,16 a 30 años,86,3,Excelente,3º,1, Noroccidente,4,3,330000000.0
7343,16 a 30 años,112,2,Excelente,1º,2, Noroccidente,4,3,330000000.0
7353,Más de 30 años,7200,0,Excelente,3º,, Sur,2,0,330000000.0
7354,Menos de 1 año,136,2,Excelente,1º,1, Noroccidente,3,3,330000000.0
7367,9 a 15 años,72,3,Bueno,1º,, Occidente,3,7,330000000.0
7368,16 a 30 años,112,2,Excelente,1º,2, Noroccidente,4,3,330000000.0
7371,Más de 30 años,238,2,,,1, Occidente,3,4,330000000.0
7372,Más de 30 años,238,2,,,1, Occidente,3,4,330000000.0
7376,Más de 30 años,7200,0,Excelente,3º,, Sur,2,0,330000000.0
7389,1 a 8 años,100,3,Bueno,4º,1, Norte,3,3,330000000.0
7399,9 a 15 años,76,2,Bueno,1º,1, Occidente,4,3,330000000.0
7405,Menos de 1 año,136,2,Bueno,,1, Noroccidente,3,3,330000000.0
7407,Más de 30 años,192,2,Bueno,1º,, Sur,2,5,330000000.0
7411,Más de 30 años,218,2,,2º,2, Sur,3,5,330000000.0
7414,16 a 30 años,88,3,,,1, Noroccidente,4,3,330000000.0
7424,Más de 30 años,119,4,,3º,1, Centro,3,6,335000000.0
7441,9 a 15 años,360,3,Bueno,2º,, Sur,3,9,335000000.0
7448,1 a 8 años,130,3,,,1, Noroccidente,3,4,335000000.0
7450,9 a 15 años,91,3,Excelente,3º,2, Noroccidente,3,4,335000000.0
7462,9 a 15 años,56,2,,,1, Occidente,4,3,335000000.0
7485,Más de 30 años,270,5,Bueno,3º,, Noroccidente,2,9,339900000.0
7486,16 a 30 años,296,7,Bueno,2º,1, Sur,2,9,339900000.0
7488,16 a 30 años,333,3,Excelente,2º,3, Sur,3,7,339900000.0
7489,16 a 30 años,296,7,Bueno,2º,1, Sur,2,9,339900000.0
7491,16 a 30 años,165,2,Excelente,,1, Occidente,3,4,340000000.0
7494,16 a 30 años,75,1,Bueno,1º,2, Noroccidente,3,3,340000000.0
7507,1 a 8 años,105,2,Excelente,1º,1, Norte,4,3,340000000.0
7510,16 a 30 años,192,4,Bueno,,1, Sur,2,6,340000000.0
7517,9 a 15 años,167,5,,,1, Sur,3,8,340000000.0
7520,16 a 30 años,100,3,Bueno,2º,1, Norte,4,3,340000000.0
7527,16 a 30 años,180,3,Excelente,,, Occidente,3,6,340000000.0
7531,16 a 30 años,216,3,,,1, Occidente,2,3,340000000.0
7533,Más de 30 años,240,7,Excelente,3º,, Occidente,2,11,340000000.0
7538,16 a 30 años,90,3,Bueno,3º,2, Noroccidente,3,3,340000000.0
7541,16 a 30 años,106,2,Excelente,2º,1, Sur,3,4,340000000.0
7546,16 a 30 años,100,3,Bueno,,1, Norte,4,4,340000000.0
7550,16 a 30 años,110,2,Excelente,2º,2, Sur,3,3,340000000.0
7554,16 a 30 años,114,3,Excelente,3º,1, Noroccidente,3,4,340000000.0
7557,16 a 30 años,169,3,Bueno,2º,1, Sur,3,4,340000000.0
7568,16 a 30 años,300,5,Excelente,,, Sur,2,8,340000000.0
7576,16 a 30 años,192,4,Bueno,,1, Sur,2,6,340000000.0
7581,16 a 30 años,199,3,Excelente,3º,, Centro,3,6,340000000.0
7592,16 a 30 años,130,3,Remodelar,,1, Occidente,3,4,340000000.0
7596,16 a 30 años,216,3,Remodelar,3º,1, Sur,2,7,340000000.0
7601,1 a 8 años,180,4,,,, Sur,3,9,340000000.0
7602,16 a 30 años,110,2,Excelente,2º,2, Sur,3,3,340000000.0
7610,16 a 30 años,172,2,Bueno,,2, Sur,3,6,340000000.0
7611,16 a 30 años,85,2,Bueno,,1, Noroccidente,3,4,340000000.0
7617,9 a 15 años,350,4,Excelente,1º,2, Sur,2,6,340000000.0
7635,16 a 30 años,85,2,Excelente,1º,1, Noroccidente,4,3,340000000.0
7638,16 a 30 años,116,2,Remodelar,,1, Noroccidente,4,3,340000000.0
7639,16 a 30 años,106,2,Excelente,2º,1, Sur,3,4,340000000.0
7642,9 a 15 años,105,2,Excelente,,1, Norte,4,3,340000000.0
7644,9 a 15 años,114,3,,3º,, Noroccidente,3,4,340000000.0
7645,9 a 15 años,114,3,,3º,, Noroccidente,3,4,340000000.0
7671,16 a 30 años,200,3,,3º,, Sur,3,5,345000000.0
7681,16 a 30 años,235,3,Excelente,4º,, Occidente,2,8,345000000.0
7689,16 a 30 años,120,2,,,1, Noroccidente,3,5,345000000.0
7692,16 a 30 años,91,3,Excelente,3º,1, Noroccidente,5,3,345000000.0
7702,16 a 30 años,105,3,Excelente,3º,1, Noroccidente,3,4,345000000.0
7707,9 a 15 años,100,3,Bueno,4º,, Occidente,4,4,347000000.0
7721,Más de 30 años,105,2,Bueno,2º,1, Occidente,3,3,349800000.0
7722,Más de 30 años,250,3,Bueno,2º,, Sur,3,6,349900000.0
7723,16 a 30 años,240,4,Bueno,,, Sur,2,11,349900000.0
7724,16 a 30 años,226,3,Bueno,,1, Noroccidente,3,6,349999999.0
7732,16 a 30 años,130,2,Excelente,2º,1, Occidente,3,4,350000000.0
7733,1 a 8 años,130,5,,,1, Occidente,2,8,350000000.0
7734,9 a 15 años,80,3,,3º,1, Noroccidente,4,3,350000000.0
7751,1 a 8 años,198,3,Bueno,4º,1, Sur,3,4,350000000.0
7755,16 a 30 años,75,3,Bueno,2º,, Sur,2,8,350000000.0
7757,9 a 15 años,148,2,Excelente,3º,3, Sur,3,3,350000000.0
7762,16 a 30 años,260,3,Bueno,,, Occidente,3,9,350000000.0
7764,9 a 15 años,120,1,,1º,1, Sur,3,4,350000000.0
7772,9 a 15 años,420,6,,,1, Sur,2,13,350000000.0
7773,16 a 30 años,72,2,Bueno,Otros,1, Occidente,3,3,350000000.0
7783,16 a 30 años,196,3,Bueno,,, Sur,3,9,350000000.0
7784,1 a 8 años,105,4,,,1, Occidente,2,8,350000000.0
7786,1 a 8 años,105,4,,,1, Occidente,2,8,350000000.0
7789,Más de 30 años,185,3,Bueno,3º,, Norte,3,5,350000000.0
7791,16 a 30 años,300,3,Remodelar,,, Sur,3,6,350000000.0
7795,Más de 30 años,120,2,Bueno,,2, Occidente,3,4,350000000.0
7800,Más de 30 años,100,6,Bueno,4º,, Sur,3,6,350000000.0
7802,Más de 30 años,90,2,Bueno,,2, Noroccidente,3,6,350000000.0
7805,9 a 15 años,130,2,Excelente,1º,1, Occidente,3,3,350000000.0
7807,Más de 30 años,98,3,Excelente,3º,2, Noroccidente,3,8,350000000.0
7812,1 a 8 años,148,2,,,, Occidente,3,4,350000000.0
7816,9 a 15 años,400,4,Remodelar,2º,2, Sur,3,9,350000000.0
7820,16 a 30 años,75,3,Bueno,2º,, Sur,2,8,350000000.0
7822,16 a 30 años,96,4,Excelente,2º,3, Occidente,3,4,350000000.0
7829,Más de 30 años,180,4,Bueno,3º,1, Sur,3,4,350000000.0
7831,9 a 15 años,110,3,Bueno,3º,1, Norte,4,3,350000000.0
7836,Más de 30 años,120,2,Excelente,,2, Noroccidente,4,3,350000000.0
7846,1 a 8 años,60,4,Bueno,,, Noroccidente,3,4,350000000.0
7848,1 a 8 años,130,3,,,, Occidente,3,4,350000000.0
7849,16 a 30 años,82,3,Excelente,1º,1, Occidente,3,3,350000000.0
7852,1 a 8 años,216,3,Bueno,3º,1, Sur,2,6,350000000.0
7853,16 a 30 años,72,4,Excelente,,1, Sur,3,4,350000000.0
7855,16 a 30 años,75,3,Bueno,2º,, Sur,2,8,350000000.0
7857,Más de 30 años,180,4,Bueno,3º,1, Sur,3,4,350000000.0
7865,Más de 30 años,140,2,,,1, Occidente,3,5,350000000.0
7866,9 a 15 años,83,4,Excelente,,1, Noroccidente,3,3,350000000.0
7869,1 a 8 años,280,8,Excelente,5º,1, Sur,2,10,350000000.0
7877,Más de 30 años,160,3,Bueno,3º,, Occidente,3,0,350000000.0
7878,16 a 30 años,168,4,Bueno,,1, Noroccidente,3,4,350000000.0
7881,16 a 30 años,207,5,Excelente,,3, Sur,2,3,350000000.0
7883,9 a 15 años,937,5,Remodelar,3º,1, Sur,3,15,350000000.0
7884,9 a 15 años,195,3,,,2, Occidente,3,4,350000000.0
7889,1 a 8 años,118,2,Excelente,4º,2, Occidente,4,4,350000000.0
7894,16 a 30 años,130,3,Excelente,2º,1, Occidente,3,3,350000000.0
7897,16 a 30 años,380,5,,,, Sur,3,12,350000000.0
7904,1 a 8 años,148,2,Excelente,4º,, Occidente,3,4,350000000.0
7913,Más de 30 años,151,3,Bueno,,1, Occidente,3,4,350000000.0
7915,16 a 30 años,60,2,,,, Sur,3,2,350000000.0
7918,16 a 30 años,121,3,Excelente,3º,, Sur,2,7,350000000.0
7920,1 a 8 años,96,3,Bueno,3º,1, Noroccidente,4,4,350000000.0
7927,1 a 8 años,144,3,Bueno,3º,1, Sur,3,6,350000000.0
7932,16 a 30 años,150,2,Excelente,2º,1, Occidente,3,3,350000000.0
7934,16 a 30 años,164,3,Bueno,2º,4, Sur,2,3,350000000.0
7936,1 a 8 años,240,4,Bueno,2º,, Sur,3,11,350000000.0
7940,9 a 15 años,216,4,Excelente,3º,, Occidente,2,8,350000000.0
7943,9 a 15 años,105,3,Excelente,2º,1, Noroccidente,3,3,350000000.0
7948,9 a 15 años,180,2,,,2, Sur,3,4,350000000.0
7950,16 a 30 años,150,2,Excelente,2º,1, Occidente,3,3,350000000.0
7952,16 a 30 años,134,3,Bueno,2º,1, Noroccidente,3,5,350000000.0
7955,9 a 15 años,110,3,,,2, Norte,4,3,350000000.0
7956,16 a 30 años,75,3,Bueno,2º,, Sur,2,8,350000000.0
7962,9 a 15 años,132,3,,,1, Sur,4,5,350000000.0
7964,16 a 30 años,105,2,Bueno,Otros,1, Noroccidente,4,3,350000000.0
7965,1 a 8 años,130,3,,,, Occidente,3,4,350000000.0
7966,16 a 30 años,300,4,,,, Sur,3,7,350000000.0
7971,Más de 30 años,100,3,Excelente,,1, Noroccidente,4,3,350000000.0
7972,16 a 30 años,88,2,Excelente,,1, Noroccidente,3,3,350000000.0
7974,16 a 30 años,89,2,Bueno,3º,2, Sur,3,6,350000000.0
7976,16 a 30 años,280,5,Bueno,,1, Sur,2,10,350000000.0
7983,9 a 15 años,107,3,Excelente,3º,1, Norte,4,3,353000000.0
7986,1 a 8 años,216,3,Excelente,,1, Sur,2,6,354900000.0
7987,1 a 8 años,216,3,Excelente,,1, Sur,2,6,354900000.0
8002,9 a 15 años,60,1,,3º,, Noroccidente,2,3,355000000.0
8021,1 a 8 años,112,3,Remodelar,3º,1, Noroccidente,4,6,358000000.0
8026,16 a 30 años,107,2,Excelente,,1, Chapinero,4,3,359000000.0
8029,16 a 30 años,96,3,Bueno,3º,2, Occidente,2,7,359900000.0
8030,Más de 30 años,9,0,Excelente,,, Sur,3,0,359900000.0
8031,16 a 30 años,133,2,Excelente,2º,2, Occidente,3,5,359900000.0
8032,Más de 30 años,9,0,Excelente,,, Sur,2,0,359950000.0
8033,Más de 30 años,133,2,Excelente,2º,2, Occidente,3,5,359950000.0
8034,Más de 30 años,133,2,Excelente,2º,2, Occidente,3,5,359950000.0
8043,9 a 15 años,180,2,Remodelar,1º,1, Sur,3,5,360000000.0
8044,Más de 30 años,244,4,Bueno,,, Occidente,3,7,360000000.0
8048,9 a 15 años,100,3,Bueno,1º,1, Noroccidente,4,4,360000000.0
8054,1 a 8 años,360,5,Excelente,5º,1, Sur,3,10,360000000.0
8055,Más de 30 años,182,3,Excelente,2º,2, Occidente,3,5,360000000.0
8056,9 a 15 años,70,2,Excelente,3º,1, Noroccidente,4,3,360000000.0
8060,Más de 30 años,200,1,Remodelar,1º,2, Sur,3,3,360000000.0
8065,16 a 30 años,60,3,Excelente,3º,1, Noroccidente,3,6,360000000.0
8069,16 a 30 años,140,2,,,1, Occidente,3,4,360000000.0
8075,16 a 30 años,220,4,,,1, Sur,2,6,360000000.0
8081,16 a 30 años,100,3,Excelente,3º,1, Noroccidente,3,3,360000000.0
8084,16 a 30 años,107,3,Excelente,3º,1, Noroccidente,4,3,360000000.0
8092,9 a 15 años,140,3,Excelente,,1, Noroccidente,4,3,360000000.0
8094,9 a 15 años,96,3,,,1, Norte,4,4,360000000.0
8099,16 a 30 años,84,3,Excelente,3º,1, Sur,3,5,360000000.0
8101,Más de 30 años,229,4,Bueno,2º,, Noroccidente,3,10,360000000.0
8109,Más de 30 años,187,2,Excelente,1º,, Occidente,4,3,360000000.0
8120,9 a 15 años,235,3,Bueno,2º,, Sur,3,6,360000000.0
8128,Más de 30 años,322,6,,,1, Occidente,2,10,360000000.0
8134,Más de 30 años,220,3,Bueno,3º,, Sur,3,7,360000000.0
8144,16 a 30 años,140,2,Bueno,,, Occidente,3,3,360000000.0
8157,16 a 30 años,144,2,Bueno,2º,, Noroccidente,3,4,360000000.0
8158,1 a 8 años,108,2,,,1, Occidente,4,3,360000000.0
8160,1 a 8 años,127,4,Excelente,3º,1, Norte,4,5,360000000.0
8161,9 a 15 años,140,3,Excelente,,1, Noroccidente,4,3,360000000.0
8170,9 a 15 años,210,3,,,, Norte,,7,360000000.0
8172,Más de 30 años,247,4,Excelente,,1, Sur,2,8,360000000.0
8175,16 a 30 años,110,3,Bueno,,1, Norte,4,3,360000000.0
8179,Más de 30 años,247,4,Excelente,,1, Sur,2,8,360000000.0
8180,9 a 15 años,96,2,Excelente,2º,1, Occidente,4,3,360000000.0
8185,16 a 30 años,225,3,Excelente,3º,, Sur,2,8,360000000.0
8189,16 a 30 años,200,3,Bueno,2º,1, Sur,3,7,360000000.0
8206,16 a 30 años,110,3,Bueno,3º,1, Norte,4,4,360000000.0
8207,9 a 15 años,100,3,Excelente,2º,1, Occidente,2,5,360000000.0
8209,16 a 30 años,140,2,Excelente,,1, Noroccidente,3,3,360000000.0
8210,9 a 15 años,96,3,Excelente,3º,1, Noroccidente,4,3,360000000.0
8217,Más de 30 años,447,6,Bueno,3º,, Sur,2,10,363000000.0
8227,9 a 15 años,138,3,Excelente,3º,2, Norte,4,4,365000000.0
8233,9 a 15 años,107,3,Excelente,,1, Noroccidente,4,3,365000000.0
8235,9 a 15 años,300,3,Excelente,3º,1, Sur,3,9,365000000.0
8238,Más de 30 años,124,2,Excelente,,1, Occidente,3,4,365000000.0
8241,16 a 30 años,154,2,,,1, Occidente,3,3,365000000.0
8244,9 a 15 años,116,3,Bueno,Otros,1, Occidente,4,4,365000000.0
8247,16 a 30 años,315,6,Bueno,4º,1, Occidente,3,10,365000000.0
8268,9 a 15 años,114,3,Bueno,2º,, Norte,4,3,367000000.0
8272,Más de 30 años,120,2,Bueno,,, Noroccidente,3,4,368000000.0
8275,Más de 30 años,107,2,Bueno,,1, Occidente,3,3,369000000.0
8282,Más de 30 años,388,8,Bueno,3º,1, Sur,3,14,369900000.0
8283,1 a 8 años,418,8,Bueno,3º,1, Occidente,3,13,369900000.0
8284,16 a 30 años,385,3,Excelente,,1, Occidente,3,9,369900000.0
8285,16 a 30 años,216,4,Excelente,3º,1, Sur,2,6,369950000.0
8291,9 a 15 años,165,2,Excelente,2º,3, Sur,3,5,370000000.0
8301,Más de 30 años,137,2,Bueno,,2, Sur,3,4,370000000.0
8312,16 a 30 años,150,3,,2º,2, Occidente,3,4,370000000.0
8315,1 a 8 años,130,2,Excelente,2º,1, Occidente,3,4,370000000.0
8316,Más de 30 años,250,3,Bueno,,1, Sur,3,6,370000000.0
8317,16 a 30 años,300,3,Bueno,3º,, Sur,2,10,370000000.0
8319,16 a 30 años,110,2,Excelente,3º,1, Sur,3,6,370000000.0
8323,Más de 30 años,197,3,,,1, Occidente,2,4,370000000.0
8325,16 a 30 años,173,2,,,, Sur,3,7,370000000.0
8329,Más de 30 años,160,3,Remodelar,2º,, Occidente,3,6,370000000.0
8332,1 a 8 años,138,4,Excelente,1º,2, Norte,4,4,370000000.0
8338,9 a 15 años,119,3,Excelente,3º,1, Occidente,3,4,370000000.0
8343,9 a 15 años,97,3,Bueno,3º,1, Noroccidente,4,4,370000000.0
8347,9 a 15 años,274,4,,,2, Occidente,3,7,370000000.0
8351,Más de 30 años,197,2,Bueno,1º,2, Sur,3,4,370000000.0
8365,9 a 15 años,165,2,Excelente,2º,3, Sur,3,5,370000000.0
8369,16 a 30 años,353,6,Bueno,,1, Sur,2,10,370000000.0
8370,16 a 30 años,112,3,Excelente,3º,2, Occidente,3,4,370000000.0
8372,9 a 15 años,280,4,Excelente,2º,5, Sur,3,9,370000000.0
8383,9 a 15 años,290,3,Bueno,1º,1, Occidente,3,6,370000000.0
8387,16 a 30 años,180,3,Bueno,,1, Occidente,3,5,370000000.0
8388,16 a 30 años,216,3,,,, Occidente,3,6,370000000.0
8389,16 a 30 años,400,4,Bueno,,, Occidente,3,8,370000000.0
8390,16 a 30 años,353,6,Bueno,,1, Sur,2,10,370000000.0
8397,9 a 15 años,80,2,Excelente,,1, Occidente,3,3,370000000.0
8401,9 a 15 años,85,3,Excelente,,1, Noroccidente,4,3,370000000.0
8406,16 a 30 años,112,3,Excelente,3º,2, Occidente,3,4,370000000.0
8411,1 a 8 años,300,4,Excelente,,1, Occidente,3,8,370000000.0
8417,16 a 30 años,140,2,,2º,1, Noroccidente,3,3,370000000.0
8419,9 a 15 años,274,4,,,2, Occidente,3,7,370000000.0
8423,16 a 30 años,400,4,Bueno,,, Occidente,3,8,370000000.0
8424,16 a 30 años,360,3,Bueno,3º,1, Sur,2,9,370000000.0
8433,9 a 15 años,107,3,Bueno,,1, Norte,4,3,372000000.0
8439,Más de 30 años,172,3,Bueno,2º,1, Sur,3,6,374999999.0
8440,Más de 30 años,172,3,Bueno,2º,1, Sur,3,6,374999999.0
8446,9 a 15 años,105,3,Excelente,1º,1, Noroccidente,4,3,375000000.0
8457,Más de 30 años,388,4,Bueno,3º,2, Occidente,3,12,375000000.0
8501,1 a 8 años,107,3,Excelente,,1, Noroccidente,4,3,378000000.0
