,Ages,Area,Baths,Condition,FloorId,Garages,Location3,Stratum,Rooms,FormatedPrice
3371,16 a 30 años,50,1,Bueno,1,2, Sur,3,3,195000000.0
3373,16 a 30 años,50,2,Excelente,3,1, Occidente,3,2,195000000.0
3374,9 a 15 años,95,2,Remodelar,3,, Noroccidente,2,5,195000000.0
3376,16 a 30 años,62,2,Excelente,3,1, Norte,3,2,195000000.0
3377,1 a 8 años,68,2,Excelente,1,, Noroccidente,3,3,195000000.0
3379,1 a 8 años,63,2,Excelente,1,1, Noroccidente,3,3,195000000.0
3380,16 a 30 años,64,2,Bueno,0,2, Noroccidente,3,3,195000000.0
3381,1 a 8 años,58,2,,0,1, Occidente,3,3,195000000.0
3384,9 a 15 años,53,1,Excelente,2,1, Norte,3,3,195000000.0
3386,1 a 8 años,62,2,,0,1, Occidente,3,3,195000000.0
3387,1 a 8 años,57,2,Excelente,8,1, Sur,3,3,195000000.0
3388,9 a 15 años,66,2,Excelente,3,, Noroccidente,3,3,195000000.0
3391,16 a 30 años,62,2,Bueno,4,1, Noroccidente,3,3,195897000.0
3392,9 a 15 años,68,2,Bueno,2,1, Occidente,3,3,197000000.0
3393,1 a 8 años,52,1,Excelente,5,, Noroccidente,4,3,197000000.0
3395,1 a 8 años,51,2,Bueno,0,1, Occidente,3,3,197000000.0
3396,1 a 8 años,63,2,,4,1, Occidente,3,3,198000000.0
3397,16 a 30 años,60,2,Excelente,6,1, Noroccidente,3,2,198000000.0
3398,1 a 8 años,67,2,Bueno,3,1, Noroccidente,2,3,198000000.0
3399,1 a 8 años,62,2,Bueno,8,, Occidente,4,3,198000000.0
3400,1 a 8 años,67,2,Bueno,3,1, Noroccidente,2,3,198000000.0
3401,16 a 30 años,78,2,Excelente,1,1, Noroccidente,4,3,198000000.0
3402,1 a 8 años,63,2,,4,1, Occidente,3,3,198000000.0
3404,1 a 8 años,67,2,,4,, Noroccidente,3,3,198000000.0
3405,16 a 30 años,56,1,Bueno,4,1, Noroccidente,4,2,198000000.0
3406,Más de 30 años,61,1,Bueno,3,, Noroccidente,3,2,198000000.0
3407,16 a 30 años,60,2,Excelente,5,1, Occidente,3,3,198000000.0
3411,9 a 15 años,63,2,Excelente,5,, Occidente,3,3,198000000.0
3415,1 a 8 años,46,2,Bueno,2,, Noroccidente,3,3,198000000.0
3421,16 a 30 años,56,2,Excelente,2,1, Norte,4,3,199000000.0
3422,16 a 30 años,57,1,Excelente,2,1, Noroccidente,3,3,199000000.0
3425,16 a 30 años,55,2,Bueno,0,1, Occidente,3,3,199000000.0
3426,9 a 15 años,79,2,Bueno,5,1, Noroccidente,3,3,199000000.0
3427,Menos de 1 año,53,2,Excelente,3,1, Occidente,3,3,199000000.0
3428,16 a 30 años,40,1,Excelente,5,1, Norte,4,1,199000000.0
3430,9 a 15 años,79,2,Bueno,5,1, Noroccidente,3,3,199000000.0
3433,16 a 30 años,40,1,Excelente,5,1, Norte,4,1,199000000.0
3434,16 a 30 años,55,2,Bueno,0,1, Occidente,3,3,199000000.0
3436,1 a 8 años,62,2,Bueno,4,1, Occidente,3,2,199000000.0
3437,16 a 30 años,40,1,Excelente,5,1, Norte,4,1,199000000.0
3439,16 a 30 años,44,1,,0,1, Chapinero,4,1,199000000.0
3442,1 a 8 años,46,2,Excelente,3,, Chapinero,2,3,199900000.0
3444,9 a 15 años,60,2,Bueno,8,1, Occidente,3,3,199900000.0
3445,16 a 30 años,57,1,Bueno,0,, Sur,3,3,199900000.0
3447,1 a 8 años,62,2,Excelente,1,1, Norte,4,2,199900000.0
3451,9 a 15 años,51,2,Remodelar,1,, Noroccidente,4,2,200000000.0
3454,16 a 30 años,54,2,Remodelar,2,1, Norte,4,3,200000000.0
3458,9 a 15 años,65,2,Excelente,18,1, Noroccidente,4,2,200000000.0
3459,Menos de 1 año,55,2,Excelente,3,1, Occidente,4,2,200000000.0
3460,1 a 8 años,50,2,Excelente,4,, Chapinero,3,2,200000000.0
3461,16 a 30 años,55,2,Excelente,2,1, Norte,4,2,200000000.0
3463,1 a 8 años,63,2,Excelente,5,1, Occidente,3,3,200000000.0
3465,16 a 30 años,49,1,Excelente,5,1, Noroccidente,3,3,200000000.0
3474,9 a 15 años,63,2,Bueno,2,1, Occidente,3,3,200000000.0
3475,9 a 15 años,67,2,Bueno,2,, Occidente,3,3,200000000.0
3476,16 a 30 años,140,2,,0,, Centro,2,4,200000000.0
3480,16 a 30 años,67,2,,5,1, Noroccidente,3,3,200000000.0
3481,1 a 8 años,50,2,Excelente,18,1, Noroccidente,4,3,200000000.0
3483,1 a 8 años,60,2,Remodelar,18,1, Occidente,3,3,200000000.0
3485,9 a 15 años,74,2,,0,1, Noroccidente,3,3,200000000.0
3488,9 a 15 años,65,2,Excelente,2,, Occidente,3,2,200000000.0
3490,16 a 30 años,68,2,Excelente,5,1, Occidente,3,3,200000000.0
3491,Menos de 1 año,64,1,Excelente,2,, Occidente,3,2,200000000.0
3492,9 a 15 años,64,2,Excelente,5,1, Occidente,3,3,200000000.0
3493,1 a 8 años,60,2,Bueno,9,1, Occidente,3,3,200000000.0
3496,16 a 30 años,62,2,Excelente,1,1, Occidente,3,3,200000000.0
3499,9 a 15 años,65,2,Excelente,18,1, Noroccidente,4,2,200000000.0
3500,9 a 15 años,60,1,,0,1, Noroccidente,4,1,200000000.0
3501,16 a 30 años,50,1,Bueno,5,1, Noroccidente,4,3,200000000.0
3502,Menos de 1 año,50,2,Excelente,0,, Occidente,3,2,200000000.0
3507,1 a 8 años,65,2,Excelente,6,1, Sur,3,3,200000000.0
3508,Menos de 1 año,50,2,Excelente,0,, Occidente,3,2,200000000.0
3509,1 a 8 años,60,2,Bueno,9,1, Occidente,3,3,200000000.0
3510,16 a 30 años,67,2,,5,1, Noroccidente,3,3,200000000.0
3511,1 a 8 años,62,2,,0,1, Occidente,2,3,200000000.0
3514,1 a 8 años,60,2,Remodelar,18,1, Occidente,3,3,200000000.0
3515,16 a 30 años,58,1,Excelente,2,, Sur,3,3,200000000.0
3517,1 a 8 años,63,2,Excelente,5,1, Occidente,3,3,200000000.0
3519,9 a 15 años,64,1,Excelente,4,1, Noroccidente,3,3,200000000.0
3521,16 a 30 años,59,1,,0,1, Noroccidente,3,3,200000000.0
3522,9 a 15 años,65,2,Excelente,18,1, Noroccidente,4,2,200000000.0
3524,Más de 30 años,65,2,Excelente,18,1, Noroccidente,4,2,200000000.0
3525,16 a 30 años,64,1,,0,, Centro,3,3,200000000.0
3526,1 a 8 años,60,2,Excelente,4,1, Norte,3,2,200000000.0
3527,16 a 30 años,61,1,Bueno,1,, Occidente,3,3,200000000.0
3529,1 a 8 años,52,1,Excelente,5,1, Noroccidente,4,3,200000000.0
3535,16 a 30 años,51,1,Excelente,1,1, Noroccidente,4,2,200000000.0
3536,16 a 30 años,50,2,Excelente,3,1, Norte,4,2,200000000.0
3537,9 a 15 años,67,2,,1,, Occidente,3,3,200000000.0
3538,1 a 8 años,75,1,,0,, Centro,3,2,200000000.0
3539,16 a 30 años,60,2,Bueno,3,, Noroccidente,3,2,200000000.0
3540,16 a 30 años,59,2,Excelente,1,1, Occidente,4,3,200000000.0
3541,9 a 15 años,80,3,Bueno,2,, Noroccidente,3,3,200000000.0
3543,Menos de 1 año,56,2,Bueno,3,1, Occidente,3,3,200000000.0
3544,9 a 15 años,55,2,Bueno,3,1, Noroccidente,3,3,200000000.0
3545,9 a 15 años,100,2,,1,1, Occidente,3,3,200000000.0
3550,1 a 8 años,60,2,Bueno,9,1, Occidente,3,3,200000000.0
3552,9 a 15 años,54,2,Excelente,2,1, Occidente,3,2,200000000.0
3553,16 a 30 años,72,2,Excelente,2,, Noroccidente,2,3,200000000.0
3554,1 a 8 años,49,2,,0,, Occidente,2,3,200000000.0
3555,1 a 8 años,64,2,Excelente,4,1, Norte,3,3,200000000.0
3556,16 a 30 años,98,2,Bueno,3,, Noroccidente,2,3,200000000.0
3557,9 a 15 años,57,2,Excelente,3,1, Noroccidente,3,3,200000000.0
3559,9 a 15 años,67,2,Excelente,4,1, Occidente,3,3,200000000.0
3560,16 a 30 años,54,1,,0,, Noroccidente,3,3,200000000.0
3561,16 a 30 años,64,1,Excelente,2,, Noroccidente,2,4,200000000.0
3562,16 a 30 años,52,1,Bueno,3,, Norte,4,2,200000000.0
3563,1 a 8 años,60,2,Remodelar,18,1, Occidente,3,3,200000000.0
3564,16 a 30 años,56,1,,0,, Sur,3,3,200000000.0
3565,1 a 8 años,65,2,,0,, Occidente,3,3,200000000.0
3566,16 a 30 años,58,1,Excelente,2,, Sur,3,3,200000000.0
3567,Menos de 1 año,50,2,Excelente,0,, Occidente,3,2,200000000.0
3569,16 a 30 años,67,2,,5,1, Noroccidente,3,3,200000000.0
3570,1 a 8 años,60,2,Remodelar,18,1, Occidente,3,3,200000000.0
3572,1 a 8 años,65,2,,0,, Occidente,3,3,200000000.0
3573,16 a 30 años,64,2,Bueno,4,1, Occidente,3,3,200000000.0
3575,16 a 30 años,28,1,Bueno,5,1, Chapinero,4,1,200000000.0
3576,16 a 30 años,77,1,,4,1, Sur,3,3,200000000.0
3577,1 a 8 años,72,2,Excelente,5,1, Sur,3,3,200000000.0
3580,16 a 30 años,50,1,,0,1, Noroccidente,4,3,200000000.0
3581,9 a 15 años,56,2,Excelente,3,1, Noroccidente,3,3,200000000.0
3582,Menos de 1 año,50,2,Excelente,2,, Occidente,3,2,200000000.0
3583,1 a 8 años,44,1,Excelente,10,, Occidente,3,2,200000000.0
3584,9 a 15 años,63,2,Excelente,3,1, Sur,3,3,200000000.0
3586,16 a 30 años,56,1,Excelente,2,1, Norte,4,2,203000000.0
3588,Menos de 1 año,51,1,,0,1, Noroccidente,3,2,204000000.0
3589,9 a 15 años,56,2,Excelente,5,1, Norte,4,3,204900000.0
3590,Menos de 1 año,65,2,Excelente,7,1, Occidente,3,3,205000000.0
3592,9 a 15 años,53,2,Excelente,6,1, Sur,3,3,205000000.0
3594,9 a 15 años,56,2,Excelente,5,1, Noroccidente,3,3,205000000.0
3597,9 a 15 años,105,2,Excelente,4,, Noroccidente,3,4,205000000.0
3600,1 a 8 años,75,2,Bueno,0,, Noroccidente,3,3,205000000.0
3603,16 a 30 años,86,2,Bueno,0,, Occidente,3,3,205000000.0
3604,16 a 30 años,57,2,Excelente,4,1, Noroccidente,3,3,205000000.0
3606,16 a 30 años,64,2,Excelente,5,1, Occidente,3,3,205000000.0
3607,1 a 8 años,60,2,Excelente,4,1, Occidente,3,2,205000000.0
3608,16 a 30 años,62,2,Excelente,2,1, Norte,3,2,205000000.0
3610,1 a 8 años,54,1,Excelente,6,1, Noroccidente,3,1,205000000.0
3614,1 a 8 años,56,2,,0,1, Occidente,3,2,205000000.0
3616,1 a 8 años,59,2,Excelente,3,1, Noroccidente,3,2,205000000.0
3618,9 a 15 años,57,2,Excelente,4,1, Noroccidente,3,3,205000000.0
3619,1 a 8 años,62,2,Excelente,5,1, Noroccidente,4,3,205000000.0
3620,9 a 15 años,63,2,Remodelar,4,1, Occidente,3,3,205000000.0
3624,1 a 8 años,56,2,,0,1, Occidente,3,2,205000000.0
3626,9 a 15 años,62,2,Bueno,11,, Occidente,4,3,205000000.0
3627,16 a 30 años,63,1,Excelente,4,1, Noroccidente,3,3,205000000.0
3629,1 a 8 años,62,2,Excelente,5,1, Noroccidente,4,3,205000000.0
3631,9 a 15 años,105,2,Excelente,4,, Noroccidente,3,4,205000000.0
3632,16 a 30 años,63,2,Bueno,5,, Sur,3,3,206000000.0
3633,16 a 30 años,63,2,Bueno,5,, Sur,3,3,206000000.0
3635,9 a 15 años,56,2,Bueno,0,1, Norte,4,3,206990000.0
3636,9 a 15 años,67,2,Bueno,6,1, Occidente,3,3,207000000.0
3637,16 a 30 años,69,2,,0,1, Occidente,3,3,208000000.0
3638,1 a 8 años,50,0,Bueno,0,, Noroccidente,4,3,208000000.0
3643,Menos de 1 año,54,2,,0,1, Occidente,3,2,209000000.0
3644,16 a 30 años,70,2,Excelente,1,, Noroccidente,3,3,209000000.0
3646,Más de 30 años,62,0,Bueno,1,, Occidente,4,3,209000000.0
3648,9 a 15 años,64,2,Excelente,4,1, Norte,4,3,209500000.0
3653,9 a 15 años,59,2,Remodelar,5,1, Noroccidente,4,3,210000000.0
3655,9 a 15 años,64,2,,0,1, Norte,4,3,210000000.0
3656,1 a 8 años,62,2,Excelente,1,1, Noroccidente,3,3,210000000.0
3658,9 a 15 años,58,2,Excelente,3,1, Noroccidente,3,3,210000000.0
3660,9 a 15 años,49,1,Bueno,1,1, Noroccidente,4,2,210000000.0
3661,16 a 30 años,50,2,Bueno,6,, Occidente,3,3,210000000.0
3664,1 a 8 años,60,2,Excelente,3,1, Noroccidente,4,2,210000000.0
3665,9 a 15 años,56,2,Excelente,2,1, Norte,3,3,210000000.0
3667,Menos de 1 año,75,2,Excelente,0,1, Occidente,4,3,210000000.0
3668,1 a 8 años,60,2,Bueno,2,1, Norte,3,2,210000000.0
3672,9 a 15 años,56,2,Excelente,2,1, Norte,3,3,210000000.0
3673,16 a 30 años,74,2,Bueno,6,, Sur,3,3,210000000.0
3679,16 a 30 años,62,2,Bueno,4,1, Occidente,3,3,210000000.0
3680,16 a 30 años,65,1,Excelente,5,, Norte,3,3,210000000.0
3681,1 a 8 años,56,2,Excelente,2,, Occidente,3,3,210000000.0
3683,9 a 15 años,61,2,Excelente,0,, Occidente,3,3,210000000.0
3684,1 a 8 años,59,2,Bueno,0,, Occidente,2,2,210000000.0
3687,9 a 15 años,54,2,,0,, Norte,3,3,210000000.0
3688,16 a 30 años,72,2,Bueno,2,1, Noroccidente,3,3,210000000.0
3694,16 a 30 años,54,2,Excelente,5,1, Occidente,3,3,210000000.0
3695,1 a 8 años,44,2,Excelente,4,1, Occidente,3,1,210000000.0
3696,1 a 8 años,57,2,Excelente,7,1, Occidente,3,3,210000000.0
3697,1 a 8 años,53,2,,0,1, Occidente,3,3,210000000.0
3700,16 a 30 años,68,2,Bueno,0,, Occidente,3,3,210000000.0
3701,9 a 15 años,56,2,Remodelar,7,, Occidente,4,3,210000000.0
3702,Menos de 1 año,44,1,,0,1, Norte,4,1,210000000.0
3704,16 a 30 años,50,1,Excelente,1,, Chapinero,4,2,210000000.0
3705,1 a 8 años,55,2,Excelente,8,1, Occidente,3,3,210000000.0
3706,16 a 30 años,72,2,Bueno,2,1, Noroccidente,3,3,210000000.0
3707,9 a 15 años,54,1,Bueno,4,, Noroccidente,3,2,210000000.0
3710,16 a 30 años,72,2,Bueno,2,1, Noroccidente,3,3,210000000.0
3711,9 a 15 años,58,2,Excelente,3,1, Noroccidente,3,3,210000000.0
3712,1 a 8 años,70,2,Remodelar,2,1, Norte,4,3,210000000.0
3713,9 a 15 años,58,2,Excelente,3,1, Noroccidente,3,3,210000000.0
3714,1 a 8 años,53,2,,0,1, Occidente,3,3,210000000.0
3715,1 a 8 años,38,1,Excelente,4,, Chapinero,3,1,210000000.0
3717,9 a 15 años,57,2,Excelente,1,1, Noroccidente,4,3,210000000.0
3721,1 a 8 años,65,2,Excelente,11,, Noroccidente,3,3,210000000.0
3722,1 a 8 años,60,2,Excelente,2,1, Noroccidente,3,2,210000000.0
3725,16 a 30 años,43,1,Bueno,2,1, Noroccidente,3,2,210000000.0
3726,9 a 15 años,57,2,Excelente,1,1, Noroccidente,4,3,210000000.0
3729,9 a 15 años,64,1,,0,1, Sur,3,3,210000000.0
3730,9 a 15 años,58,2,Bueno,4,, Norte,4,3,210000000.0
3733,9 a 15 años,63,1,Bueno,0,1, Occidente,3,3,210000000.0
3735,16 a 30 años,65,2,Bueno,3,, Occidente,3,3,210000000.0
3736,1 a 8 años,64,3,,0,1, Norte,3,3,210000000.0
3738,9 a 15 años,63,1,Bueno,0,1, Occidente,3,3,210000000.0
3743,16 a 30 años,70,2,Excelente,2,1, Norte,3,3,210000000.0
3745,16 a 30 años,52,2,Excelente,1,1, Norte,3,3,210000000.0
3746,9 a 15 años,60,2,Bueno,6,1, Noroccidente,4,3,210000000.0
3747,1 a 8 años,59,2,Excelente,11,1, Occidente,3,3,210000000.0
3749,16 a 30 años,72,2,Bueno,2,1, Noroccidente,3,3,210000000.0
3750,9 a 15 años,70,2,Excelente,12,1, Norte,3,3,210000000.0
3751,1 a 8 años,64,3,,0,1, Norte,3,3,210000000.0
3752,1 a 8 años,57,2,Excelente,7,1, Occidente,2,3,210000000.0
3753,1 a 8 años,55,2,Excelente,3,1, Noroccidente,3,3,210000000.0
3754,16 a 30 años,42,1,Bueno,1,1, Chapinero,4,1,210000000.0
3757,16 a 30 años,62,2,Bueno,0,1, Occidente,3,3,210000000.0
3758,16 a 30 años,70,2,Excelente,2,1, Norte,3,3,210000000.0
3759,16 a 30 años,48,1,Bueno,1,1, Norte,4,2,210000000.0
3760,1 a 8 años,58,2,Excelente,8,1, Norte,3,3,210000000.0
3763,1 a 8 años,38,1,Excelente,4,, Chapinero,3,1,210000000.0
3764,Menos de 1 año,70,2,Excelente,4,1, Occidente,3,3,210000000.0
3767,1 a 8 años,58,2,Excelente,7,1, Occidente,3,2,210000000.0
3768,Menos de 1 año,75,2,,0,1, Sur,3,3,210000000.0
3769,16 a 30 años,61,2,Bueno,5,, Occidente,3,3,210000000.0
3771,1 a 8 años,72,2,Excelente,5,, Noroccidente,3,4,210000000.0
3774,16 a 30 años,67,2,,0,1, Noroccidente,3,3,210000000.0
3775,1 a 8 años,60,2,Excelente,11,1, Norte,3,3,210000000.0
3776,16 a 30 años,52,2,,0,, Centro,4,1,210000000.0
3777,9 a 15 años,60,2,Bueno,4,1, Occidente,3,3,210000000.0
3778,9 a 15 años,58,1,Bueno,4,1, Noroccidente,4,3,210000000.0
3779,9 a 15 años,50,1,Bueno,5,1, Noroccidente,4,3,210000000.0
3781,16 a 30 años,63,2,Bueno,5,1, Noroccidente,4,3,210000000.0
3782,16 a 30 años,37,1,Excelente,2,1, Norte,5,1,210000000.0
3783,16 a 30 años,63,1,Bueno,5,1, Noroccidente,4,3,210000000.0
3784,1 a 8 años,33,1,Bueno,6,1, Norte,3,1,210000000.0
3785,9 a 15 años,50,2,Excelente,6,1, Noroccidente,3,3,210000000.0
3786,16 a 30 años,61,2,Excelente,2,, Occidente,3,3,210000000.0
3788,16 a 30 años,70,2,Excelente,2,1, Norte,3,3,210000000.0
3789,16 a 30 años,82,2,Bueno,3,, Occidente,3,3,210000000.0
3790,9 a 15 años,73,2,Bueno,0,1, Noroccidente,3,3,212000000.0
3791,Más de 30 años,50,2,Excelente,3,, Norte,4,2,212000000.0
3792,9 a 15 años,56,3,Excelente,4,1, Noroccidente,3,3,212500000.0
3793,9 a 15 años,76,2,Excelente,5,1, Occidente,3,3,213000000.0
3794,9 a 15 años,80,2,Excelente,3,1, Sur,3,3,213000000.0
3795,Menos de 1 año,63,2,Excelente,4,1, Noroccidente,3,2,213000000.0
3796,1 a 8 años,59,2,Excelente,11,2, Occidente,4,2,213000000.0
3798,9 a 15 años,57,2,Excelente,8,1, Norte,4,3,214000000.0
3800,1 a 8 años,64,2,,0,1, Norte,4,3,214000000.0
3801,Menos de 1 año,58,2,,0,, Occidente,3,3,214500000.0
3803,1 a 8 años,65,2,Excelente,2,1, Occidente,3,3,214900000.0
3805,9 a 15 años,80,2,Excelente,4,2, Occidente,3,3,215000000.0
3806,16 a 30 años,47,1,Bueno,6,2, Norte,4,1,215000000.0
3807,Menos de 1 año,65,2,Excelente,5,1, Occidente,3,3,215000000.0
3808,1 a 8 años,66,2,Excelente,2,2, Noroccidente,4,3,215000000.0
3811,9 a 15 años,59,2,Bueno,1,1, Noroccidente,3,3,215000000.0
3813,16 a 30 años,77,2,,0,, Occidente,3,4,215000000.0
3814,Menos de 1 año,65,2,Excelente,5,1, Occidente,3,3,215000000.0
3816,Menos de 1 año,65,2,Excelente,5,1, Occidente,3,3,215000000.0
3817,9 a 15 años,63,2,Bueno,8,, Occidente,3,3,215000000.0
3819,1 a 8 años,65,2,Bueno,0,1, Occidente,3,3,215000000.0
3820,16 a 30 años,41,1,Bueno,5,1, Chapinero,4,1,215000000.0
3821,Menos de 1 año,52,1,Excelente,2,1, Occidente,3,2,215000000.0
3822,1 a 8 años,44,1,Bueno,0,, Norte,3,2,215000000.0
3826,9 a 15 años,52,2,Excelente,5,1, Noroccidente,3,3,215000000.0
3827,1 a 8 años,62,2,Bueno,0,1, Occidente,3,2,215000000.0
3828,1 a 8 años,63,2,Excelente,8,1, Occidente,4,3,215000000.0
3830,Más de 30 años,63,2,Bueno,0,1, Noroccidente,4,3,215000000.0
3831,9 a 15 años,60,1,Bueno,2,1, Occidente,3,3,215000000.0
3832,9 a 15 años,58,3,Remodelar,4,1, Norte,4,3,215000000.0
3833,1 a 8 años,59,2,Bueno,5,, Occidente,4,3,215000000.0
3834,Más de 30 años,45,1,Excelente,3,1, Norte,4,1,215000000.0
3835,Más de 30 años,42,1,Excelente,3,1, Norte,4,1,215000000.0
3836,16 a 30 años,56,2,Excelente,5,1, Norte,4,3,215000000.0
3837,Menos de 1 año,59,2,,0,1, Occidente,3,3,215000000.0
3838,16 a 30 años,58,2,,0,1, Noroccidente,3,3,215000000.0
3839,Más de 30 años,45,1,Excelente,3,1, Norte,4,1,215000000.0
3840,1 a 8 años,67,2,,0,1, Noroccidente,4,3,215000000.0
3842,16 a 30 años,64,2,Bueno,1,, Noroccidente,4,3,215000000.0
3843,16 a 30 años,69,3,Excelente,5,1, Norte,3,3,215000000.0
3844,Menos de 1 año,48,1,Bueno,0,1, Noroccidente,3,2,215000000.0
3845,1 a 8 años,68,2,Excelente,2,1, Noroccidente,3,2,215000000.0
3847,1 a 8 años,66,2,Excelente,4,1, Norte,3,3,215000000.0
3848,16 a 30 años,44,1,Excelente,2,1, Norte,6,2,215000000.0
3849,9 a 15 años,57,2,Excelente,3,, Noroccidente,4,2,215000000.0
3850,9 a 15 años,60,2,Bueno,2,1, Norte,4,3,215000000.0
3851,16 a 30 años,71,1,Excelente,1,1, Norte,4,2,215000000.0
3852,Más de 30 años,37,1,Excelente,1,1, Chapinero,4,1,215000000.0
3853,9 a 15 años,56,2,Excelente,1,, Occidente,3,3,215000000.0
3854,16 a 30 años,61,2,Excelente,2,1, Noroccidente,3,2,215000000.0
3855,9 a 15 años,63,2,Bueno,0,1, Norte,4,3,215000000.0
3857,16 a 30 años,71,1,Excelente,1,1, Norte,4,2,215000000.0
3858,16 a 30 años,52,1,Excelente,2,1, Sur,3,3,215000000.0
3859,16 a 30 años,61,2,Remodelar,2,1, Norte,4,2,215000000.0
3860,9 a 15 años,57,2,Excelente,1,1, Noroccidente,4,3,215000000.0
3862,9 a 15 años,72,2,Bueno,9,1, Norte,4,3,215000000.0
3864,16 a 30 años,58,2,,0,1, Noroccidente,3,3,215000000.0
3865,16 a 30 años,71,1,Excelente,1,1, Norte,4,2,215000000.0
3867,16 a 30 años,67,2,Bueno,2,1, Occidente,3,3,216000000.0
3868,1 a 8 años,66,2,Excelente,2,1, Noroccidente,3,3,216000000.0
3869,9 a 15 años,60,2,,0,, Occidente,3,3,217000000.0
3870,1 a 8 años,65,2,Excelente,4,1, Noroccidente,3,3,217150000.0
3872,1 a 8 años,40,1,Bueno,0,1, Noroccidente,5,1,218000000.0
3874,16 a 30 años,44,1,Bueno,0,, Chapinero,5,2,218000000.0
3875,Menos de 1 año,70,2,Excelente,3,1, Occidente,3,3,218000000.0
3876,16 a 30 años,53,2,Excelente,4,1, Noroccidente,4,2,218000000.0
3877,9 a 15 años,57,2,Bueno,2,1, Occidente,4,3,218000000.0
3880,16 a 30 años,44,1,Bueno,0,, Chapinero,5,2,218000000.0
3881,1 a 8 años,32,1,Excelente,5,1, Centro,4,1,218000000.0
3883,Menos de 1 año,70,2,Excelente,3,1, Occidente,3,3,218000000.0
3884,9 a 15 años,57,2,Bueno,2,1, Occidente,4,3,218000000.0
3886,16 a 30 años,57,2,Bueno,6,, Occidente,4,3,218000000.0
3887,Menos de 1 año,62,2,Excelente,4,1, Occidente,3,3,218000000.0
3888,1 a 8 años,40,1,Bueno,0,1, Noroccidente,5,1,218000000.0
3889,Menos de 1 año,57,2,Excelente,3,Más de 10, Noroccidente,3,2,218000000.0
3890,16 a 30 años,44,1,Bueno,0,, Chapinero,5,2,218000000.0
3891,16 a 30 años,111,2,Excelente,5,1, Noroccidente,4,3,218000000.0
3894,9 a 15 años,73,2,Bueno,5,1, Noroccidente,3,3,219000000.0
3895,16 a 30 años,67,2,Excelente,1,1, Noroccidente,3,3,219000000.0
3896,1 a 8 años,58,2,Bueno,1,1, Occidente,3,3,219900000.0
3897,Más de 30 años,55,2,Excelente,5,1, Occidente,4,2,219900000.0
3909,16 a 30 años,42,1,Bueno,6,1, Norte,4,1,220000000.0
3910,9 a 15 años,56,1,Excelente,1,1, Norte,4,2,220000000.0
3911,16 a 30 años,52,1,Excelente,5,1, Noroccidente,3,3,220000000.0
3912,9 a 15 años,75,2,Excelente,2,1, Occidente,3,3,220000000.0
3913,16 a 30 años,73,2,Excelente,5,, Sur,3,3,220000000.0
3914,9 a 15 años,64,2,Excelente,8,1, Noroccidente,4,3,220000000.0
3915,1 a 8 años,54,1,,0,, Noroccidente,3,2,220000000.0
3918,1 a 8 años,64,2,Bueno,7,1, Noroccidente,3,3,220000000.0
3920,16 a 30 años,56,2,Bueno,1,1, Norte,4,2,220000000.0
3921,9 a 15 años,65,2,Excelente,5,1, Norte,6,3,220000000.0
3922,9 a 15 años,50,2,Excelente,7,1, Occidente,4,2,220000000.0
3926,9 a 15 años,71,2,Bueno,3,1, Norte,3,3,220000000.0
3927,1 a 8 años,52,2,Excelente,4,1, Occidente,3,3,220000000.0
3928,9 a 15 años,61,2,Excelente,1,1, Noroccidente,4,3,220000000.0
3930,16 a 30 años,55,2,Excelente,3,1, Occidente,3,3,220000000.0
3932,1 a 8 años,64,2,Bueno,7,1, Noroccidente,3,3,220000000.0
3933,9 a 15 años,58,2,Excelente,5,1, Norte,4,3,220000000.0
3937,1 a 8 años,68,2,Excelente,5,1, Norte,4,3,220000000.0
3940,9 a 15 años,65,2,Bueno,3,, Occidente,3,3,220000000.0
3941,16 a 30 años,56,2,Bueno,4,, Noroccidente,3,2,220000000.0
3943,16 a 30 años,55,1,Excelente,2,1, Noroccidente,3,2,220000000.0
3944,16 a 30 años,60,2,Bueno,5,1, Norte,4,2,220000000.0
3945,16 a 30 años,73,2,Bueno,3,1, Noroccidente,3,3,220000000.0
3946,16 a 30 años,70,2,,0,1, Occidente,3,2,220000000.0
3947,1 a 8 años,59,2,Excelente,1,1, Noroccidente,3,3,220000000.0
3950,1 a 8 años,59,2,Bueno,3,1, Noroccidente,3,3,220000000.0
3951,1 a 8 años,54,1,,0,, Noroccidente,3,2,220000000.0
3954,16 a 30 años,66,2,Bueno,0,1, Chapinero,3,2,220000000.0
3955,16 a 30 años,56,2,Bueno,1,1, Norte,4,2,220000000.0
3958,1 a 8 años,64,2,Excelente,9,1, Norte,4,3,220000000.0
3959,9 a 15 años,71,2,Bueno,3,1, Norte,3,3,220000000.0
3960,1 a 8 años,56,2,Excelente,1,1, Occidente,3,3,220000000.0
3962,1 a 8 años,32,1,Excelente,8,, Centro,3,1,220000000.0
3964,9 a 15 años,58,1,Bueno,2,1, Noroccidente,3,3,220000000.0
3965,9 a 15 años,50,2,Bueno,7,1, Occidente,4,2,220000000.0
3966,1 a 8 años,64,2,Excelente,2,1, Occidente,3,3,220000000.0
3968,Más de 30 años,64,2,Bueno,3,1, Norte,4,2,220000000.0
3969,9 a 15 años,69,2,Bueno,10,1, Norte,3,3,220000000.0
3971,1 a 8 años,60,2,Excelente,2,1, Noroccidente,3,3,220000000.0
3973,16 a 30 años,55,2,Excelente,3,1, Occidente,3,3,220000000.0
