,Ages,Area,Baths,Condition,FloorId,Garages,Location3,Stratum,Rooms,FormatedPrice
764,9 a 15 años,49,1,Excelente,2,, Occidente,3,3,120000000.0
765,16 a 30 años,54,1,Bueno,1,, Noroccidente,2,3,120000000.0
766,1 a 8 años,49,2,,0,, Norte,3,2,120000000.0
770,1 a 8 años,45,1,Excelente,5,, Sur,2,3,120000000.0
772,9 a 15 años,40,1,Excelente,5,, Sur,2,3,120000000.0
774,1 a 8 años,52,2,,0,, Sur,2,3,120000000.0
776,16 a 30 años,57,1,Bueno,5,, Noroccidente,2,3,120000000.0
778,1 a 8 años,48,2,Excelente,2,, Occidente,2,2,120000000.0
782,1 a 8 años,56,2,Bueno,0,, Occidente,2,3,121000000.0
784,9 a 15 años,33,1,Bueno,4,, Noroccidente,3,1,122000000.0
785,16 a 30 años,47,1,Bueno,1,1, Noroccidente,3,2,122000000.0
787,9 a 15 años,33,1,Bueno,4,, Noroccidente,3,1,122000000.0
789,1 a 8 años,59,2,Excelente,18,1, Sur,3,3,122000000.0
790,9 a 15 años,33,1,Bueno,4,, Noroccidente,3,1,122000000.0
792,1 a 8 años,52,2,Excelente,6,, Occidente,2,3,122000000.0
794,Menos de 1 año,47,1,Excelente,12,1, Sur,2,2,123000000.0
795,Más de 30 años,55,1,Bueno,4,, Sur,3,2,123000000.0
796,9 a 15 años,44,2,Bueno,0,, Noroccidente,3,2,123000000.0
798,1 a 8 años,56,2,Excelente,13,, Sur,2,3,123000000.0
800,16 a 30 años,39,1,Excelente,1,, Noroccidente,3,2,123000000.0
801,16 a 30 años,39,1,Excelente,1,, Noroccidente,3,2,123000000.0
802,1 a 8 años,54,2,Excelente,1,Más de 10, Sur,2,3,123000000.0
804,1 a 8 años,54,2,Excelente,18,, Sur,3,3,123000000.0
808,16 a 30 años,39,1,Excelente,1,, Noroccidente,3,2,123000000.0
809,1 a 8 años,47,2,Bueno,5,, Sur,2,3,124000000.0
811,9 a 15 años,40,1,Excelente,5,, Noroccidente,3,2,124000000.0
813,Menos de 1 año,56,2,Remodelar,10,, Occidente,2,3,124900000.0
815,Menos de 1 año,56,2,Remodelar,10,, Occidente,2,3,124900000.0
816,1 a 8 años,57,2,Excelente,2,1, Sur,2,3,124900000.0
818,1 a 8 años,57,1,Excelente,5,, Sur,2,3,124900000.0
823,1 a 8 años,54,2,Bueno,3,, Occidente,2,3,124990000.0
826,16 a 30 años,54,1,,0,1, Sur,2,3,125000000.0
828,1 a 8 años,42,2,Bueno,4,1, Occidente,2,3,125000000.0
830,16 a 30 años,48,1,Bueno,0,, Noroccidente,3,3,125000000.0
831,9 a 15 años,53,1,Excelente,4,, Sur,2,3,125000000.0
832,16 a 30 años,57,1,Excelente,4,, Noroccidente,3,3,125000000.0
835,1 a 8 años,47,1,Excelente,3,, Occidente,3,2,125000000.0
837,16 a 30 años,42,1,,0,, Noroccidente,3,3,125000000.0
838,1 a 8 años,52,2,Excelente,6,, Occidente,2,3,125000000.0
843,1 a 8 años,52,1,,0,1, Noroccidente,3,2,125000000.0
844,16 a 30 años,46,1,Bueno,0,, Noroccidente,3,3,125000000.0
845,16 a 30 años,63,1,,0,, Noroccidente,3,3,125000000.0
846,16 a 30 años,69,2,Excelente,3,, Noroccidente,2,2,125000000.0
848,9 a 15 años,65,1,Bueno,3,, Sur,2,3,125000000.0
850,1 a 8 años,39,1,Excelente,2,1, Noroccidente,3,2,125000000.0
851,9 a 15 años,54,1,Bueno,6,, Noroccidente,3,3,125000000.0
854,16 a 30 años,47,1,Bueno,5,, Occidente,3,3,125000000.0
855,1 a 8 años,54,2,Excelente,5,, Sur,3,3,125000000.0
856,9 a 15 años,48,1,Excelente,5,, Occidente,2,2,125000000.0
857,16 a 30 años,50,1,Bueno,3,Más de 10, Sur,3,2,125000000.0
858,16 a 30 años,44,1,,0,, Occidente,2,2,125000000.0
860,9 a 15 años,48,2,Bueno,5,, Sur,3,3,125000000.0
865,1 a 8 años,39,1,Excelente,2,1, Noroccidente,3,2,125000000.0
866,16 a 30 años,51,1,Remodelar,5,1, Noroccidente,2,3,125000000.0
869,9 a 15 años,56,2,Bueno,4,1, Occidente,2,3,125000000.0
873,1 a 8 años,70,2,,0,1, Noroccidente,2,3,125000000.0
874,1 a 8 años,45,2,,0,, Sur,2,3,125000000.0
875,9 a 15 años,40,1,,0,, Noroccidente,3,3,125000000.0
876,9 a 15 años,40,1,Bueno,4,, Occidente,2,2,125000000.0
877,1 a 8 años,45,1,Excelente,8,, Occidente,2,3,125000000.0
882,9 a 15 años,4384,1,Excelente,0,, Noroccidente,3,3,125000000.0
884,9 a 15 años,44,2,Excelente,1,, Noroccidente,3,2,125000000.0
886,9 a 15 años,45,2,Remodelar,1,, Noroccidente,3,2,125000000.0
888,9 a 15 años,50,2,Excelente,6,, Noroccidente,3,3,125000000.0
889,9 a 15 años,38,1,Excelente,6,, Sur,2,2,125000000.0
890,1 a 8 años,47,1,Bueno,0,, Noroccidente,2,2,125000000.0
891,9 a 15 años,44,2,Excelente,1,, Noroccidente,3,2,125000000.0
893,9 a 15 años,44,2,Excelente,1,, Noroccidente,3,2,125000000.0
900,16 a 30 años,44,2,Bueno,2,, Noroccidente,3,3,125000000.0
901,9 a 15 años,49,2,Excelente,2,, Sur,2,3,125000000.0
903,1 a 8 años,56,1,Excelente,5,1, Occidente,2,3,125000000.0
904,9 a 15 años,49,2,Excelente,2,, Sur,2,3,125000000.0
905,16 a 30 años,48,1,Excelente,1,1, Sur,3,3,125000000.0
906,9 a 15 años,50,2,Excelente,6,, Noroccidente,3,3,125000000.0
907,9 a 15 años,44,2,Excelente,1,, Noroccidente,3,2,125000000.0
908,16 a 30 años,51,2,Bueno,3,, Centro,3,2,125000000.0
909,Menos de 1 año,49,1,Excelente,2,, Sur,3,3,125000000.0
910,1 a 8 años,43,1,Remodelar,3,, Sur,2,3,125000000.0
912,16 a 30 años,54,1,Bueno,2,, Noroccidente,3,3,125000000.0
914,9 a 15 años,49,2,Excelente,2,, Sur,2,3,125000000.0
916,16 a 30 años,69,2,Excelente,3,, Noroccidente,2,2,125000000.0
918,1 a 8 años,56,2,Excelente,3,1, Sur,2,3,125000000.0
919,Menos de 1 año,42,1,,0,, Sur,2,2,125000000.0
921,9 a 15 años,84,2,Excelente,18,1, Sur,2,3,125000000.0
922,16 a 30 años,54,1,Excelente,1,, Noroccidente,2,3,125000000.0
925,9 a 15 años,55,1,Excelente,5,, Occidente,3,3,125000000.0
926,1 a 8 años,51,2,Remodelar,1,Más de 10, Sur,2,3,125000000.0
927,9 a 15 años,51,1,Excelente,2,, Sur,2,3,125000000.0
930,16 a 30 años,46,1,,0,, Noroccidente,3,2,125000000.0
931,Menos de 1 año,84,2,Excelente,18,1, Sur,2,3,125000000.0
933,16 a 30 años,44,1,Excelente,1,1, Noroccidente,3,2,125000000.0
934,9 a 15 años,44,2,Excelente,1,, Noroccidente,3,2,125000000.0
936,16 a 30 años,42,1,,0,, Noroccidente,3,3,125000000.0
938,1 a 8 años,46,2,Bueno,6,, Occidente,2,3,126000000.0
940,1 a 8 años,54,1,Excelente,5,, Occidente,2,3,126000000.0
943,16 a 30 años,53,1,Bueno,6,, Centro,2,3,127000000.0
944,16 a 30 años,45,1,Bueno,0,, Noroccidente,3,2,127000000.0
946,Menos de 1 año,46,2,Excelente,0,, Occidente,3,3,127000000.0
947,1 a 8 años,40,1,Bueno,0,, Sur,2,2,127000000.0
951,1 a 8 años,48,1,Excelente,4,1, Sur,3,3,127900000.0
953,1 a 8 años,43,1,Excelente,3,, Sur,2,3,127999999.0
955,9 a 15 años,53,2,Excelente,4,, Noroccidente,3,3,128000000.0
958,16 a 30 años,52,1,Excelente,1,1, Noroccidente,3,3,128000000.0
959,9 a 15 años,40,1,Excelente,4,, Occidente,2,2,128000000.0
960,9 a 15 años,64,1,Excelente,1,, Sur,3,3,128000000.0
963,16 a 30 años,52,1,Bueno,0,, Occidente,3,3,128000000.0
964,1 a 8 años,46,2,Bueno,1,, Occidente,2,2,128000000.0
966,9 a 15 años,52,1,Excelente,4,, Noroccidente,3,3,128000000.0
969,9 a 15 años,57,2,Excelente,6,, Sur,3,3,128000000.0
970,Menos de 1 año,44,1,Excelente,1,, Noroccidente,3,3,128000000.0
971,9 a 15 años,64,1,Excelente,1,, Sur,3,3,128000000.0
972,9 a 15 años,64,1,Excelente,1,, Sur,3,3,128000000.0
973,16 a 30 años,42,1,,0,, Noroccidente,2,3,128000000.0
974,16 a 30 años,52,1,Excelente,1,1, Noroccidente,3,3,128000000.0
975,16 a 30 años,5276,1,Bueno,2,, Occidente,3,3,128000000.0
976,1 a 8 años,55,2,Bueno,7,, Sur,2,3,128000000.0
977,1 a 8 años,47,2,Excelente,3,, Noroccidente,2,3,128000000.0
978,1 a 8 años,48,2,Excelente,4,, Sur,3,3,128000000.0
979,16 a 30 años,58,1,Excelente,5,, Noroccidente,3,3,128000000.0
980,1 a 8 años,48,1,Excelente,3,, Occidente,2,3,128000000.0
981,1 a 8 años,41,1,,0,1, Norte,3,2,128900000.0
985,1 a 8 años,45,1,Bueno,3,, Noroccidente,3,3,129000000.0
986,1 a 8 años,49,2,Bueno,0,, Sur,2,3,129000000.0
988,1 a 8 años,60,2,Excelente,4,, Occidente,2,3,129000000.0
989,1 a 8 años,53,2,Excelente,2,, Occidente,2,3,129000000.0
990,Menos de 1 año,47,1,Excelente,4,, Occidente,3,3,129000000.0
991,1 a 8 años,60,2,Excelente,4,, Occidente,2,3,129000000.0
994,1 a 8 años,60,1,Bueno,0,, Noroccidente,3,3,129000000.0
995,1 a 8 años,63,2,Excelente,11,, Sur,3,3,129000000.0
998,1 a 8 años,60,2,Excelente,4,, Occidente,2,3,129000000.0
999,16 a 30 años,56,1,Excelente,4,, Noroccidente,3,3,129000000.0
1005,1 a 8 años,55,2,Bueno,10,, Sur,3,3,129900000.0
1007,1 a 8 años,53,2,Excelente,5,, Sur,2,3,129900000.0
1010,9 a 15 años,60,2,Bueno,1,, Sur,3,3,129900000.0
1014,1 a 8 años,55,2,Bueno,5,, Sur,2,2,129900000.0
1015,16 a 30 años,54,2,Bueno,5,, Noroccidente,3,3,129900000.0
1019,1 a 8 años,42,1,Bueno,2,, Occidente,2,2,130000000.0
1021,9 a 15 años,48,1,Remodelar,3,, Sur,3,2,130000000.0
1023,Más de 30 años,78,2,Bueno,2,, Centro,2,3,130000000.0
1024,16 a 30 años,44,1,Bueno,1,, Noroccidente,2,3,130000000.0
1026,16 a 30 años,54,1,Bueno,5,, Occidente,3,3,130000000.0
1028,9 a 15 años,64,2,Bueno,4,, Sur,2,3,130000000.0
1029,1 a 8 años,43,1,Remodelar,1,, Sur,2,2,130000000.0
1031,1 a 8 años,45,1,,0,, Sur,3,3,130000000.0
1033,9 a 15 años,45,1,Excelente,5,, Norte,2,2,130000000.0
1034,1 a 8 años,40,1,Excelente,3,, Sur,2,2,130000000.0
1035,1 a 8 años,39,1,Bueno,4,, Occidente,2,3,130000000.0
1037,9 a 15 años,100,2,,0,, Sur,2,4,130000000.0
1038,9 a 15 años,56,2,Excelente,4,Más de 10, Sur,3,3,130000000.0
1039,1 a 8 años,51,1,Excelente,1,, Noroccidente,2,3,130000000.0
1041,9 a 15 años,100,2,,0,, Sur,2,4,130000000.0
1043,9 a 15 años,54,1,Excelente,5,, Noroccidente,3,3,130000000.0
1044,Más de 30 años,45,1,Excelente,3,1, Noroccidente,3,2,130000000.0
1045,1 a 8 años,52,2,Bueno,10,, Sur,2,3,130000000.0
1046,1 a 8 años,43,1,Remodelar,1,, Sur,2,2,130000000.0
1047,1 a 8 años,40,1,,0,, Sur,3,2,130000000.0
1048,1 a 8 años,48,1,Excelente,0,, Occidente,2,3,130000000.0
1049,1 a 8 años,42,2,Bueno,0,1, Sur,3,2,130000000.0
1050,1 a 8 años,50,2,Bueno,3,, Occidente,2,3,130000000.0
1051,1 a 8 años,61,2,Bueno,0,1, Sur,4,3,130000000.0
1052,16 a 30 años,54,1,Excelente,5,, Sur,3,3,130000000.0
1057,1 a 8 años,51,2,,0,, Sur,2,3,130000000.0
1058,1 a 8 años,54,2,,0,, Sur,2,3,130000000.0
1059,9 a 15 años,48,1,Remodelar,3,, Sur,3,2,130000000.0
1061,1 a 8 años,42,1,,0,, Norte,2,2,130000000.0
1062,9 a 15 años,52,1,Excelente,1,, Sur,3,3,130000000.0
1063,16 a 30 años,54,1,Excelente,4,, Noroccidente,2,3,130000000.0
1064,16 a 30 años,56,1,Bueno,5,, Occidente,2,3,130000000.0
1065,9 a 15 años,64,1,Bueno,1,, Noroccidente,3,2,130000000.0
1066,1 a 8 años,55,2,Bueno,4,, Sur,2,3,130000000.0
1069,16 a 30 años,57,1,,0,, Sur,2,3,130000000.0
1070,1 a 8 años,53,2,Excelente,6,, Occidente,2,3,130000000.0
1072,9 a 15 años,45,1,Excelente,6,, Sur,3,2,130000000.0
1073,16 a 30 años,53,2,,4,, Noroccidente,2,3,130000000.0
1078,9 a 15 años,48,1,Remodelar,3,, Sur,3,2,130000000.0
1079,1 a 8 años,52,2,,0,1, Sur,2,3,130000000.0
1080,9 a 15 años,43,2,Bueno,6,, Occidente,3,3,130000000.0
1083,1 a 8 años,48,2,Excelente,3,, Occidente,2,3,130000000.0
1085,1 a 8 años,40,1,Excelente,5,1, Occidente,2,3,130000000.0
1086,Más de 30 años,56,1,Bueno,0,, Occidente,3,3,130000000.0
1088,1 a 8 años,54,2,Remodelar,5,1, Sur,3,3,130000000.0
1089,1 a 8 años,45,2,Excelente,4,1, Sur,2,3,130000000.0
1092,1 a 8 años,47,1,Excelente,6,1, Norte,3,3,130000000.0
1093,9 a 15 años,48,1,Remodelar,3,, Sur,3,2,130000000.0
1096,Menos de 1 año,38,1,Excelente,11,, Noroccidente,3,2,130000000.0
1100,16 a 30 años,54,1,Bueno,5,, Occidente,3,3,130000000.0
1101,1 a 8 años,50,2,Excelente,5,1, Sur,2,2,130000000.0
1102,9 a 15 años,48,2,,5,, Occidente,3,3,130000000.0
1103,1 a 8 años,47,1,Excelente,6,1, Norte,3,3,130000000.0
1104,1 a 8 años,40,1,Excelente,3,, Sur,2,2,130000000.0
1106,1 a 8 años,48,1,Excelente,5,, Occidente,2,3,130000000.0
1109,9 a 15 años,50,1,,1,1, Sur,3,3,130000000.0
1110,16 a 30 años,60,1,Bueno,3,, Noroccidente,2,3,130000000.0
1111,9 a 15 años,42,1,Excelente,5,, Occidente,2,2,130000000.0
1112,16 a 30 años,54,2,,0,, Noroccidente,2,3,130000000.0
1114,Menos de 1 año,50,1,,0,, Occidente,3,3,130000000.0
1115,1 a 8 años,45,1,,0,, Sur,3,3,130000000.0
1117,16 a 30 años,58,1,Excelente,3,1, Noroccidente,2,3,130000000.0
1118,16 a 30 años,49,1,Excelente,4,, Noroccidente,3,2,130000000.0
1123,1 a 8 años,48,2,Excelente,5,, Occidente,2,3,130000000.0
1124,16 a 30 años,56,1,Excelente,4,Más de 10, Sur,2,3,130000000.0
1126,1 a 8 años,49,2,Bueno,1,, Occidente,2,2,130000000.0
1131,1 a 8 años,56,2,Excelente,3,1, Occidente,2,3,130000000.0
1132,1 a 8 años,44,1,,0,, Occidente,2,2,130000000.0
1134,1 a 8 años,43,1,Remodelar,1,, Sur,2,2,130000000.0
1135,1 a 8 años,45,1,Excelente,5,, Noroccidente,3,3,130000000.0
1137,1 a 8 años,63,2,Excelente,1,1, Sur,2,3,130000000.0
1138,16 a 30 años,47,1,Bueno,5,1, Noroccidente,3,2,130000000.0
1139,1 a 8 años,50,2,Excelente,6,, Occidente,2,3,130000000.0
1142,1 a 8 años,52,2,,0,1, Sur,2,3,130000000.0
1143,1 a 8 años,43,1,Bueno,0,, Norte,3,3,130000000.0
1144,9 a 15 años,45,1,Excelente,5,, Norte,2,2,130000000.0
1145,Más de 30 años,50,1,,0,, Noroccidente,3,2,130000000.0
1148,16 a 30 años,43,2,Excelente,1,, Noroccidente,2,2,130000000.0
1149,1 a 8 años,60,1,,0,, Sur,2,3,130000000.0
1153,1 a 8 años,47,1,Excelente,12,, Occidente,3,2,130000000.0
1155,16 a 30 años,56,1,Remodelar,4,, Occidente,3,3,130000000.0
1156,16 a 30 años,54,1,Excelente,3,, Noroccidente,2,2,130000000.0
1157,Menos de 1 año,50,2,,0,, Occidente,2,3,130000000.0
1158,9 a 15 años,48,1,Remodelar,3,, Sur,3,2,130000000.0
1160,16 a 30 años,53,1,,0,, Sur,2,3,130000000.0
1163,16 a 30 años,53,2,Bueno,2,, Noroccidente,2,3,130000000.0
1164,1 a 8 años,44,1,Bueno,0,, Norte,3,3,130000001.0
1169,9 a 15 años,36,1,Remodelar,3,, Occidente,2,2,131000000.0
1170,16 a 30 años,50,1,Bueno,2,1, Occidente,3,3,131000000.0
1173,1 a 8 años,43,1,Excelente,5,1, Sur,2,3,131900000.0
1175,1 a 8 años,50,1,Excelente,1,, Sur,2,3,132000000.0
1178,1 a 8 años,50,1,Excelente,1,, Sur,2,3,132000000.0
1179,16 a 30 años,45,1,Excelente,6,, Sur,3,2,132000000.0
1180,1 a 8 años,50,2,Excelente,4,, Sur,3,3,133000000.0
1181,1 a 8 años,56,2,,0,, Noroccidente,3,3,133000000.0
1182,1 a 8 años,53,2,Excelente,5,, Occidente,2,3,133000000.0
1183,16 a 30 años,47,2,Bueno,1,, Sur,3,3,133000000.0
1184,9 a 15 años,50,1,Excelente,1,Más de 10, Sur,2,3,133000000.0
1185,16 a 30 años,52,1,Excelente,2,, Noroccidente,3,3,133000000.0
1186,16 a 30 años,54,1,Bueno,5,1, Occidente,3,3,133000000.0
1187,1 a 8 años,53,2,Excelente,7,, Noroccidente,3,3,133000000.0
1188,9 a 15 años,42,2,Excelente,4,1, Occidente,2,3,133900000.0
1190,1 a 8 años,54,1,Excelente,2,1, Sur,3,3,134000000.0
1191,1 a 8 años,60,2,,0,, Occidente,3,3,134000000.0
1192,1 a 8 años,48,1,,0,, Occidente,2,3,134000000.0
1193,1 a 8 años,55,2,Excelente,1,, Occidente,2,3,134000000.0
1195,9 a 15 años,50,2,Excelente,4,, Noroccidente,3,3,134000000.0
1196,1 a 8 años,42,1,Excelente,7,, Noroccidente,3,2,134000000.0
1197,1 a 8 años,53,2,Excelente,10,, Occidente,2,3,134900000.0
1200,1 a 8 años,53,2,Excelente,10,, Occidente,2,3,134900000.0
1202,9 a 15 años,48,2,Excelente,2,, Noroccidente,3,3,134900000.0
1204,9 a 15 años,48,2,Excelente,2,, Noroccidente,3,3,134900000.0
1205,16 a 30 años,54,1,Excelente,5,, Occidente,3,3,134990000.0
1206,1 a 8 años,45,1,Bueno,11,, Occidente,3,2,134999998.0
1207,16 a 30 años,52,2,Excelente,5,, Noroccidente,3,3,135000000.0
1209,1 a 8 años,57,2,Excelente,5,, Noroccidente,3,3,135000000.0
1210,16 a 30 años,51,1,Bueno,2,, Occidente,3,3,135000000.0
1212,1 a 8 años,54,1,Excelente,4,, Occidente,3,3,135000000.0
1215,1 a 8 años,51,2,Bueno,3,, Sur,3,3,135000000.0
1216,16 a 30 años,61,1,Bueno,1,, Noroccidente,3,3,135000000.0
1217,Menos de 1 año,35,1,Bueno,4,, Centro,2,1,135000000.0
1218,1 a 8 años,56,2,Excelente,4,, Occidente,3,3,135000000.0
1221,9 a 15 años,50,1,Remodelar,5,, Occidente,3,3,135000000.0
1222,1 a 8 años,43,2,Bueno,4,, Occidente,2,3,135000000.0
1223,1 a 8 años,53,2,Excelente,1,, Noroccidente,3,3,135000000.0
1225,9 a 15 años,44,1,Bueno,3,, Sur,3,2,135000000.0
1227,16 a 30 años,52,1,Bueno,3,, Noroccidente,3,3,135000000.0
1229,16 a 30 años,54,2,Bueno,1,, Noroccidente,3,3,135000000.0
1231,1 a 8 años,50,2,Excelente,2,, Sur,3,3,135000000.0
1232,9 a 15 años,56,1,Excelente,1,, Centro,3,3,135000000.0
1233,9 a 15 años,52,2,Bueno,2,1, Sur,3,3,135000000.0
1235,1 a 8 años,52,2,Excelente,5,, Occidente,2,3,135000000.0
1236,1 a 8 años,43,1,Excelente,5,, Norte,3,3,135000000.0
1237,1 a 8 años,56,2,Excelente,4,, Occidente,3,3,135000000.0
1240,1 a 8 años,60,2,Excelente,15,, Sur,3,3,135000000.0
1241,1 a 8 años,64,2,Excelente,1,, Occidente,2,3,135000000.0
1242,1 a 8 años,52,1,,0,1, Sur,2,3,135000000.0
1243,Menos de 1 año,52,2,Excelente,5,, Sur,3,3,135000000.0
1246,16 a 30 años,57,2,Excelente,2,1, Noroccidente,3,3,135000000.0
1248,9 a 15 años,55,2,Excelente,4,, Noroccidente,3,3,135000000.0
1249,9 a 15 años,52,1,Excelente,3,, Sur,2,4,135000000.0
1251,16 a 30 años,53,1,Excelente,4,, Noroccidente,3,3,135000000.0
1253,16 a 30 años,53,1,Bueno,5,, Sur,3,2,135000000.0
1254,9 a 15 años,55,2,Bueno,6,, Noroccidente,3,3,135000000.0
1256,1 a 8 años,50,2,Bueno,1,, Noroccidente,3,3,135000000.0
1257,16 a 30 años,49,1,Excelente,4,, Noroccidente,3,2,135000000.0
1259,1 a 8 años,54,2,Excelente,10,, Sur,2,3,135000000.0
1261,9 a 15 años,54,2,Bueno,1,1, Occidente,2,3,135000000.0
1262,16 a 30 años,49,1,Excelente,2,, Sur,3,3,135000000.0
1263,16 a 30 años,50,1,Bueno,4,1, Noroccidente,2,3,135000000.0
1264,9 a 15 años,43,1,Bueno,0,, Norte,3,3,135000000.0
1265,16 a 30 años,45,1,,0,, Noroccidente,3,2,135000000.0
1268,Menos de 1 año,50,2,Bueno,3,, Occidente,3,3,135000000.0
1270,9 a 15 años,40,1,Excelente,5,, Noroccidente,2,2,135000000.0
1271,Más de 30 años,35,1,Excelente,10,, Centro,3,1,135000000.0
1273,16 a 30 años,57,2,,0,, Noroccidente,3,3,135000000.0
1277,Más de 30 años,50,1,Bueno,2,, Sur,3,3,135000000.0
1278,9 a 15 años,48,1,Excelente,1,, Occidente,2,3,135000000.0
1282,16 a 30 años,50,1,Excelente,5,, Norte,4,2,135000000.0
1284,1 a 8 años,56,1,Excelente,4,, Sur,3,3,135000000.0
1286,1 a 8 años,56,2,,0,, Noroccidente,2,3,135000000.0
1289,Menos de 1 año,63,2,Excelente,11,1, Sur,2,3,135000000.0
1290,16 a 30 años,46,1,Excelente,1,, Noroccidente,3,3,135000000.0
1291,16 a 30 años,56,1,,0,, Occidente,3,3,135000000.0
1292,1 a 8 años,64,2,Excelente,1,, Occidente,2,3,135000000.0
1294,1 a 8 años,39,1,Bueno,9,, Norte,3,2,135000000.0
1299,1 a 8 años,43,1,Bueno,0,, Noroccidente,3,3,135000000.0
1303,1 a 8 años,42,1,Excelente,0,1, Noroccidente,2,2,135000000.0
1305,9 a 15 años,62,1,Bueno,1,, Occidente,2,3,135000000.0
1306,1 a 8 años,54,2,Excelente,0,, Noroccidente,2,3,135000000.0
1307,1 a 8 años,63,2,Excelente,3,, Noroccidente,3,3,135000000.0
1309,Menos de 1 año,47,1,Excelente,4,, Occidente,3,2,135000000.0
1311,16 a 30 años,61,1,Bueno,1,, Noroccidente,3,3,135000000.0
1313,9 a 15 años,60,2,Bueno,8,1, Noroccidente,3,3,135000000.0
1314,1 a 8 años,36,1,Bueno,8,, Norte,3,2,135000000.0
1315,Menos de 1 año,43,1,,0,, Noroccidente,3,3,135000000.0
1316,1 a 8 años,53,2,,0,, Sur,2,3,135000000.0
1320,9 a 15 años,52,1,Excelente,3,Más de 10, Noroccidente,2,3,135000000.0
1321,16 a 30 años,49,1,,0,, Occidente,3,3,135000000.0
1323,16 a 30 años,50,1,Remodelar,5,, Sur,3,2,135000000.0
1324,16 a 30 años,55,1,Remodelar,2,1, Noroccidente,3,3,135000000.0
1325,9 a 15 años,44,1,Excelente,3,, Sur,3,3,135000000.0
1326,16 a 30 años,40,1,,0,, Occidente,3,3,135000000.0
1329,16 a 30 años,51,1,,0,, Noroccidente,3,3,135000000.0
1330,9 a 15 años,50,1,Excelente,4,, Sur,3,3,135000000.0
1333,16 a 30 años,51,1,,0,, Noroccidente,3,3,135000000.0
1335,1 a 8 años,52,2,Excelente,1,, Sur,2,2,135900000.0
1336,16 a 30 años,48,1,,0,, Occidente,3,2,136000000.0
1337,1 a 8 años,50,1,Excelente,1,, Sur,3,3,136000000.0
1339,9 a 15 años,40,1,Remodelar,2,1, Occidente,3,2,136000000.0
1342,1 a 8 años,46,1,Bueno,11,, Norte,3,2,137000000.0
1343,1 a 8 años,48,1,Excelente,11,, Sur,2,2,137000000.0
1344,1 a 8 años,52,2,Excelente,3,, Sur,3,3,137000000.0
1345,1 a 8 años,51,2,Bueno,3,1, Occidente,3,3,137000000.0
1346,9 a 15 años,40,1,Excelente,0,, Noroccidente,3,2,137000000.0
1349,1 a 8 años,62,2,,0,, Sur,3,3,137000000.0
1351,9 a 15 años,57,1,Bueno,4,, Occidente,3,3,137000000.0
1352,9 a 15 años,53,1,Bueno,5,1, Norte,3,3,137000000.0
1355,9 a 15 años,55,1,,2,, Noroccidente,2,2,137500000.0
1356,9 a 15 años,55,1,,2,, Noroccidente,2,2,137500000.0
1358,16 a 30 años,48,1,Bueno,3,1, Sur,3,3,138000000.0
1359,1 a 8 años,60,2,Excelente,18,1, Sur,2,3,138000000.0
1360,1 a 8 años,47,1,,0,, Occidente,2,3,138000000.0
1361,9 a 15 años,49,1,Bueno,0,, Noroccidente,3,3,138000000.0
1363,16 a 30 años,48,1,Bueno,3,1, Sur,3,3,138000000.0
1364,9 a 15 años,53,1,Excelente,6,, Occidente,2,3,138000000.0
1365,16 a 30 años,55,1,Bueno,0,, Noroccidente,3,2,138000000.0
1366,9 a 15 años,51,1,Excelente,4,, Noroccidente,3,3,138000000.0
1369,16 a 30 años,48,1,Bueno,0,, Occidente,3,3,138000000.0
1370,9 a 15 años,57,2,Remodelar,4,Más de 10, Norte,3,3,138000000.0
1372,16 a 30 años,70,1,Bueno,1,, Centro,3,2,138000000.0
1373,9 a 15 años,52,2,,0,, Sur,3,3,138000000.0
1375,Más de 30 años,4950,1,Excelente,5,, Sur,3,2,138000000.0
1376,1 a 8 años,64,2,Excelente,15,, Sur,2,3,138000000.0
1377,1 a 8 años,54,2,Excelente,6,1, Occidente,2,3,138000000.0
1378,Menos de 1 año,46,1,Remodelar,7,, Noroccidente,3,3,138000000.0
1379,1 a 8 años,54,2,Excelente,6,1, Occidente,2,3,138000000.0
1380,16 a 30 años,49,1,Bueno,0,, Noroccidente,3,3,138000000.0
1382,1 a 8 años,55,2,Excelente,5,, Occidente,2,3,138000000.0
1383,9 a 15 años,50,2,,0,, Noroccidente,3,3,138000000.0
1384,Menos de 1 año,38,1,Excelente,1,, Centro,3,2,138076800.0
1385,1 a 8 años,52,2,Bueno,5,, Sur,3,3,138900000.0
1387,1 a 8 años,43,1,Excelente,8,1, Occidente,2,2,138950000.0
1388,9 a 15 años,50,1,Excelente,3,, Occidente,3,3,139000000.0
1389,Menos de 1 año,50,2,Excelente,4,, Occidente,3,3,139000000.0
1394,9 a 15 años,68,2,Bueno,1,, Noroccidente,3,3,139000000.0
1395,1 a 8 años,38,1,Excelente,9,1, Noroccidente,3,2,139000000.0
1396,1 a 8 años,47,1,Excelente,3,, Noroccidente,3,2,139000000.0
1398,16 a 30 años,55,1,,0,, Noroccidente,3,3,139000000.0
1400,1 a 8 años,60,2,Excelente,5,, Noroccidente,3,3,139000000.0
1401,1 a 8 años,62,2,Excelente,18,, Sur,3,3,139000000.0
1402,Menos de 1 año,47,1,,0,, Occidente,3,2,139000000.0
1403,1 a 8 años,52,2,Excelente,5,, Sur,3,3,139000000.0
1404,1 a 8 años,55,2,Excelente,4,1, Occidente,,3,139000000.0
